2.0000,0.000
1.9978,0.005
1.9911,0.010
1.9800,0.015
1.9644,0.020
1.9444,0.025
1.9200,0.030
1.8911,0.035
1.8578,0.040
1.8200,0.045
1.7778,0.050
1.7311,0.055
1.6800,0.060
1.6244,0.065
1.5644,0.070
1.5000,0.075
1.4311,0.080
1.3578,0.085
1.2800,0.090
1.1978,0.095
1.1111,0.100
1.0200,0.105
0.9244,0.110
0.8244,0.115
0.7200,0.120
0.6111,0.125
0.4978,0.130
0.3800,0.135
0.2578,0.140
0.1311,0.145
0.0000,0.150
